source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for Android,@JAdamsEden: @realDonaldTrump Articulate &amp; concise as ever leave it to Trump to identify the clear &amp; present economic enemy;-MEXICO!,10-27-2014 11:27:26,17,37,false,5.26697E+17
Twitter Web Client,Obama will let Ebola fly into US &amp; drugrunners cross our border daily. But he won't pressure Mexico on Sgt. Tahmooressi. #FreeOurMarine,10-21-2014 19:14:24,531,544,false,5.2464E+17
Twitter for Android,If I were president Sgt. Andrew Tahmooressi would be let out of jail with one phone call. If notMexico would pay a price like never before!,10-18-2014 00:47:32,845,1040,false,5.23274E+17
Twitter Web Client,The fight against ISIS starts at our border. ‘At least’ 10 ISIS have been caught crossing the Mexico border. Build a wall!,10/08/2014 21:26,378,494,false,5.19962E+17
Twitter for Android,Can you believe we still have not gotten our Marine out of Mexico. He sits in prison while our PRESIDENT plays golf and makes bad decisions!,09-26-2014 22:35:57,517,671,false,5.15631E+17
Twitter Web Client,Every day Mexico continues to hold Sgt. Tahmooressi is an insult to our country.,09-16-2014 20:39:34,299,335,false,5.11978E+17
Twitter Web Client,@NewMexicoRoni @realDonaldTrump sadly they of course will blame you for the failure. Idiots.  And I haven't been there in years.,09-16-2014 16:20:04,8,19,false,5.11912E+17
Instagram,Get our Marine out of Mexico. http://t.co/cWPFfbXab7,07-29-2014 17:34:34,148,170,false,4.94174E+17
Twitter for Android,"@LindaBales1: @gretawire: .@realDonaldTrump just said ""Mexico is called the highway to the United States"" #BorderCrisis"""" True!",07-29-2014 08:35:10,24,22,false,4.94038E+17
Twitter Web Client,Sgt.Thamooressi has been held in Mexico for 115 Days. Mexico has zero respect for our border &amp; our servicemen. Boycott!  #freeourmarine,07-24-2014 21:17:37,325,288,false,4.92418E+17
Twitter Web Client,Mexico sent USMC Andrew Tahmooressi back to jail after court hearing. Mexico does not respect our border or U.S. Boycott! #FreeOurMarine,07-15-2014 15:04:35,291,267,false,4.89063E+17
Twitter for Android,"@joella_clements:There is only one person who should be crossing our southern border USMC Sgt Tahmooressi Boycott Mexico? #FreeOurMarine"",07-15-2014 09:21:56,126,152,false,488976750534090752",,,,,
Twitter Web Client,@cwjaccount @MichaelGreen77 @realDonaldTrump  WHY are we sending money to Mexico?  We all know where it will end up. True--a total waste!,07/11/2014 15:09,33,42,false,4.87615E+17
Twitter Web Client,...Mexico cannot believe what they are getting away with and have absolutely no respect for our leader.,07/11/2014 15:04,176,144,false,4.87613E+17
Twitter for Android,If a person is #1 at Harvard and comes from Europe or Asia they can't get into the U.S. From Mexico etc. with a criminal record no problem,07/10/2014 23:15,210,233,false,4.87375E+17
Twitter Web Client,Mexico is allowing many thousands to go thru their country &amp; to our very stupid open door. The Mexicans are laughing at us as buses pass by.,07/10/2014 19:24,448,439,false,4.87316E+17
Twitter Web Client,When will the U.S. stop sending $'s to our enemies i.e. Mexico and others.,07/10/2014 19:24,1461,932,false,4.87316E+17
Twitter Web Client,Our gov’t should immediately stop sending $’s to Mexico no friend until they release Marine &amp; stop allowing immigrant inflow into U.S.,07/10/2014 16:28,433,425,false,4.87272E+17
Twitter for Android,@reginafrye69: @realDonaldTrump Thankyou for supporting our #MarineHeldinMexico #FREEOURMARINE Yes #Obama could do something,07/10/2014 04:08,41,56,false,4.87086E+17
Twitter for Android,@ry_connolly: @realDonaldTrump telling it like it is on Fox News right now Mexico is spitting in Obama's face and he does nothing #legend,07/10/2014 04:08,46,62,false,4.87086E+17
Twitter for Android,@Scalplock: @realDonaldTrump says it. Stop sending money to Mexico until Marine freed. #tcot #PJNET,07/10/2014 04:07,59,64,false,4.87086E+17
Twitter Web Client,There is only one person who should be crossing our southern border USMC Sgt. Tahmooressi. Boycott Mexico? #FreeOurMarine,07/09/2014 13:26,842,628,false,4.86864E+17
Twitter for Android,Boycott Mexico until they release our Marine. With all the money they get from the U.S. this should be an easy one. NO RESPECT!,06-26-2014 08:07:44,283,232,false,4.82073E+17
Twitter for Android,@mfinale1: #Bringbackourmarine let's do this America. BOYCOTT MEXICO @realDonaldTrump http://t.co/UGLsJPa2hB,06-26-2014 01:06:41,461,265,false,4.81967E+17
Twitter for Android,@D The government spends millions to keep bad people to come in via air travel. Now they go through Mexico. Wish DonaldTrump was in charge,06-24-2014 01:52:52,23,51,false,4.81254E+17
Twitter for Android,"Why isn't Mexico releasing our Marine. U.S. should come down really hard on them. They have ZERO respect for our so-called ""leader""",06-20-2014 23:19:58,251,284,false,4.80128E+17
Twitter Web Client,Mexico doesn’t respect our border hourly http://t.co/IyVoUKmQrb Release USMC Tahmooressi NOW! Time for a boycott? #SaveOurMarine,06-19-2014 19:07:59,144,117,false,4.79702E+17
Twitter Web Client,W/ the ransom Obama paid for deserter Bergdhal getting Mexico to release USMC Sgt Andrew Tahmooressi is much harder. #BringBackOurMarine,06-13-2014 17:48:02,243,214,false,4.77508E+17
Twitter Web Client,Jailed USMC Sgt Andrew Tahmooressi should be released immediately. Since when does Mexico care about border security?#BringBackOurMarine,06-13-2014 17:47:00,388,301,false,4.77507E+17
Twitter Web Client,Obama can release 5 senior Taliban for a deserter but can’t make Mexico release decorated Marine Sgt. Andrew Tahmooressi. Pathetic,06/04/2014 16:48,1588,1194,false,4.74231E+17
Twitter for Android,@AleRdzCuevas: @realDonaldTrump you should be the President of MY country Mexico.  I better learn Spanish very fast!,08-14-2013 03:15:22,74,80,false,3.67485E+17
Twitter for Android,@mikeymexico  Thsnk you.,07-24-2013 02:35:13,3,3,false,3.59864E+17
Twitter for Android,@MexicoIndie: @realDonaldTrump if only the world would listen to more of what you have to say everything would be better,07-24-2013 00:59:52,16,23,false,3.5984E+17
Twitter Web Client,Great read by @VDHanson: “Mexico's Hypocrisy Is Evident In Its Own Strict Policy Toward Immigrants” http://t.co/OfmzjKk6x7,07-19-2013 20:06:04,87,65,false,3.58317E+17
Twitter Web Client,China is openly sailing warships in our waters &amp; arming countries in our hemisphere including Mexico http://t.co/XJToExBsJH Ally?,06/10/2013 18:25,164,43,false,3.44158E+17
Twitter for Android,@PaulinaBours: @realDonaldTrump Saludos desde Mexico! I really do admire you  Thank you!,05-30-2013 12:10:49,13,4,false,3.40078E+17
Twitter for Android,@CMHeel: @realDonaldTrump do like Mexico?   Yes but they make a fortune off the U.S.  Their leaders are far better negotiators than ours.,04-27-2013 03:40:23,41,24,false,3.27991E+17
Twitter Web Client,Pageant people are really talking about Venezuela Brazil Mexico USA India Australia.,12-19-2012 17:09:56,414,68,false,2.81446E+17
Twitter Web Client,Putin just sent a Russian nuclear sub to the Gulf of Mexico. @BarackObama can't be bothered he is too concerned with @MittRomney's taxes.,08-22-2012 18:52:05,701,95,false,2.38348E+17
Twitter Web Client,The Amateur! First @BarackObama was caught bowing to the Saudi King but now the President of Mexico!  http://t.co/f0CFiUS9,06-20-2012 19:36:33,139,26,false,2.15529E+17
Twitter Web Client,Congratulations to Miss Mexico Jimena Navarrete our new Miss Universe 2010 and congratulations to everyone for a fantastic show.,08-24-2010 14:07:12,193,32,false,22003109005
